cancer,year,sex,race,stage,age,summary_interval,starting_count,net_relative,net_rel_cum_cis_lower,net_rel_cum_cis_upper
colon and rectum,2000-2017,all sexes,all races,invasive,all ages,24 mo,106366,74.6,74.3,74.9
colon and rectum,2000-2017,all sexes,all races,invasive,all ages,36 mo,106366,69.5,69.1,69.8
colon and rectum,2000-2017,all sexes,all races,invasive,all ages,48 mo,106366,65.6,65.3,66
colon and rectum,2000-2017,all sexes,all races,invasive,all ages,60 mo,106366,62.7,62.3,63
colon and rectum,2000-2017,all sexes,all races,invasive,all ages,72 mo,106366,60.4,60,60.8
colon and rectum,2000-2017,all sexes,all races,invasive,all ages,84 mo,106366,58.5,58,58.9
colon and rectum,2000-2017,all sexes,all races,invasive,all ages,96 mo,106366,56.5,56,57
colon and rectum,2000-2017,all sexes,all races,invasive,all ages,108 mo,106366,54.9,54.4,55.5
colon and rectum,2000-2017,all sexes,all races,invasive,all ages,120 mo,106366,53.6,53,54.2
colon and rectum,2000-2017,all sexes,all races,invasive,<65,0 mo,39274,100,NA,NA
colon and rectum,2000-2017,all sexes,all races,invasive,<65,12 mo,39274,89.8,89.5,90.1
colon and rectum,2000-2017,all sexes,all races,invasive,<65,24 mo,39274,82.3,81.9,82.7
colon and rectum,2000-2017,all sexes,all races,invasive,<65,36 mo,39274,76.4,76,76.9
colon and rectum,2000-2017,all sexes,all races,invasive,<65,48 mo,39274,72.4,72,72.9
colon and rectum,2000-2017,all sexes,all races,invasive,<65,60 mo,39274,69.3,68.8,69.8
colon and rectum,2000-2017,all sexes,all races,invasive,<65,72 mo,39274,67.1,66.6,67.6
colon and rectum,2000-2017,all sexes,all races,invasive,<65,84 mo,39274,65.4,64.9,66
colon and rectum,2000-2017,all sexes,all races,invasive,<65,96 mo,39274,63.9,63.3,64.5
colon and rectum,2000-2017,all sexes,all races,invasive,<65,108 mo,39274,63,62.4,63.5
colon and rectum,2000-2017,all sexes,all races,invasive,<65,120 mo,39274,62.2,61.6,62.8
colon and rectum,2000-2017,all sexes,all races,invasive,>65,0 mo,67092,100,NA,NA
colon and rectum,2000-2017,all sexes,all races,invasive,>65,12 mo,67092,77.3,77,77.7
colon and rectum,2000-2017,all sexes,all races,invasive,>65,24 mo,67092,70.1,69.7,70.5
colon and rectum,2000-2017,all sexes,all races,invasive,>65,36 mo,67092,65.4,65,65.9
colon and rectum,2000-2017,all sexes,all races,invasive,>65,48 mo,67092,61.6,61.2,62.1
colon and rectum,2000-2017,all sexes,all races,invasive,>65,60 mo,67092,58.8,58.2,59.3
colon and rectum,2000-2017,all sexes,all races,invasive,>65,72 mo,67092,56.5,56,57.1
colon and rectum,2000-2017,all sexes,all races,invasive,>65,84 mo,67092,54.5,53.9,55.1
colon and rectum,2000-2017,all sexes,all races,invasive,>65,96 mo,67092,52.3,51.6,52.9
colon and rectum,2000-2017,all sexes,all races,invasive,>65,108 mo,67092,50.4,49.7,51.1
colon and rectum,2000-2017,all sexes,all races,invasive,>65,120 mo,67092,48.8,48,49.6
colon and rectum,2000-2017,all sexes,all races,early,all ages,0 mo,48651,100,NA,NA
colon and rectum,2000-2017,all sexes,all races,early,all ages,12 mo,48651,95.2,95,95.5
colon and rectum,2000-2017,all sexes,all races,early,all ages,24 mo,48651,93.6,93.3,93.9
colon and rectum,2000-2017,all sexes,all races,early,all ages,36 mo,48651,92.2,91.8,92.6
colon and rectum,2000-2017,all sexes,all races,early,all ages,48 mo,48651,90.4,89.9,90.8
colon and rectum,2000-2017,all sexes,all races,early,all ages,60 mo,48651,88.3,87.8,88.8
colon and rectum,2000-2017,all sexes,all races,early,all ages,72 mo,48651,86.7,86.1,87.3
colon and rectum,2000-2017,all sexes,all races,early,all ages,84 mo,48651,85.2,84.5,85.8
colon and rectum,2000-2017,all sexes,all races,early,all ages,96 mo,48651,83.2,82.4,83.9
colon and rectum,2000-2017,all sexes,all races,early,all ages,108 mo,48651,81.2,80.4,82
colon and rectum,2000-2017,all sexes,all races,early,all ages,120 mo,48651,79.7,78.7,80.6
colon and rectum,2000-2017,all sexes,all races,early,<65,0 mo,18009,100,NA,NA
colon and rectum,2000-2017,all sexes,all races,early,<65,12 mo,18009,98.7,98.5,98.9
colon and rectum,2000-2017,all sexes,all races,early,<65,24 mo,18009,97.9,97.6,98.1
colon and rectum,2000-2017,all sexes,all races,early,<65,36 mo,18009,96.9,96.5,97.2
colon and rectum,2000-2017,all sexes,all races,early,<65,48 mo,18009,95.9,95.5,96.3
colon and rectum,2000-2017,all sexes,all races,early,<65,60 mo,18009,94.7,94.2,95.2
colon and rectum,2000-2017,all sexes,all races,early,<65,72 mo,18009,93.8,93.2,94.3
colon and rectum,2000-2017,all sexes,all races,early,<65,84 mo,18009,93,92.4,93.6
colon and rectum,2000-2017,all sexes,all races,early,<65,96 mo,18009,92.2,91.6,92.8
colon and rectum,2000-2017,all sexes,all races,early,<65,108 mo,18009,91.5,90.8,92.1
colon and rectum,2000-2017,all sexes,all races,early,<65,120 mo,18009,90.9,90.1,91.6
colon and rectum,2000-2017,all sexes,all races,early,>65,0 mo,30642,100,NA,NA
colon and rectum,2000-2017,all sexes,all races,early,>65,12 mo,30642,93.1,92.8,93.5
colon and rectum,2000-2017,all sexes,all races,early,>65,24 mo,30642,91.1,90.6,91.6
colon and rectum,2000-2017,all sexes,all races,early,>65,36 mo,30642,89.4,88.9,90
colon and rectum,2000-2017,all sexes,all races,early,>65,48 mo,30642,87.2,86.5,87.8
colon and rectum,2000-2017,all sexes,all races,early,>65,60 mo,30642,84.6,83.8,85.3
colon and rectum,2000-2017,all sexes,all races,early,>65,72 mo,30642,82.7,81.8,83.5
colon and rectum,2000-2017,all sexes,all races,early,>65,84 mo,30642,80.7,79.7,81.7
colon and rectum,2000-2017,all sexes,all races,early,>65,96 mo,30642,78.1,77,79.1
colon and rectum,2000-2017,all sexes,all races,early,>65,108 mo,30642,75.5,74.3,76.7
colon and rectum,2000-2017,all sexes,all races,early,>65,120 mo,30642,73.4,72.1,74.7
colon and rectum,2000-2017,all sexes,all races,late,all ages,0 mo,62213,100,NA,NA
colon and rectum,2000-2017,all sexes,all races,late,all ages,12 mo,62213,75.8,75.5,76.2
colon and rectum,2000-2017,all sexes,all races,late,all ages,24 mo,62213,65.2,64.8,65.7
colon and rectum,2000-2017,all sexes,all races,late,all ages,36 mo,62213,57.8,57.4,58.3
colon and rectum,2000-2017,all sexes,all races,late,all ages,48 mo,62213,52.8,52.3,53.3
colon and rectum,2000-2017,all sexes,all races,late,all ages,60 mo,62213,49.2,48.7,49.7
colon and rectum,2000-2017,all sexes,all races,late,all ages,72 mo,62213,46.6,46.1,47.2
colon and rectum,2000-2017,all sexes,all races,late,all ages,84 mo,62213,44.5,44,45.1
colon and rectum,2000-2017,all sexes,all races,late,all ages,96 mo,62213,42.6,42,43.2
colon and rectum,2000-2017,all sexes,all races,late,all ages,108 mo,62213,41.2,40.6,41.8
colon and rectum,2000-2017,all sexes,all races,late,all ages,120 mo,62213,40.1,39.4,40.8
colon and rectum,2000-2017,all sexes,all races,late,<65,0 mo,24295,100,NA,NA
colon and rectum,2000-2017,all sexes,all races,late,<65,12 mo,24295,85,84.5,85.4
colon and rectum,2000-2017,all sexes,all races,late,<65,24 mo,24295,73.6,73.1,74.2
colon and rectum,2000-2017,all sexes,all races,late,<65,36 mo,24295,64.9,64.3,65.6
colon and rectum,2000-2017,all sexes,all races,late,<65,48 mo,24295,59.3,58.6,59.9
colon and rectum,2000-2017,all sexes,all races,late,<65,60 mo,24295,55,54.3,55.7
colon and rectum,2000-2017,all sexes,all races,late,<65,72 mo,24295,52.2,51.4,52.9
colon and rectum,2000-2017,all sexes,all races,late,<65,84 mo,24295,49.9,49.2,50.6
colon and rectum,2000-2017,all sexes,all races,late,<65,96 mo,24295,48.1,47.4,48.8
colon and rectum,2000-2017,all sexes,all races,late,<65,108 mo,24295,47,46.3,47.8
colon and rectum,2000-2017,all sexes,all races,late,<65,120 mo,24295,46.2,45.4,47
colon and rectum,2000-2017,all sexes,all races,late,>65,0 mo,37918,100,NA,NA
colon and rectum,2000-2017,all sexes,all races,late,>65,12 mo,37918,70,69.5,70.5
colon and rectum,2000-2017,all sexes,all races,late,>65,24 mo,37918,59.9,59.3,60.4
colon and rectum,2000-2017,all sexes,all races,late,>65,36 mo,37918,53.3,52.7,53.9
colon and rectum,2000-2017,all sexes,all races,late,>65,48 mo,37918,48.6,48,49.3
colon and rectum,2000-2017,all sexes,all races,late,>65,60 mo,37918,45.5,44.8,46.1
colon and rectum,2000-2017,all sexes,all races,late,>65,72 mo,37918,43.1,42.4,43.8
colon and rectum,2000-2017,all sexes,all races,late,>65,84 mo,37918,41.1,40.3,41.8
colon and rectum,2000-2017,all sexes,all races,late,>65,96 mo,37918,39.1,38.3,39.9
colon and rectum,2000-2017,all sexes,all races,late,>65,108 mo,37918,37.6,36.7,38.4
colon and rectum,2000-2017,all sexes,all races,late,>65,120 mo,37918,36.3,35.3,37.2
colon and rectum,2000-2017,all sexes,all races,unstaged,all ages,0 mo,5456,100,NA,NA
colon and rectum,2000-2017,all sexes,all races,unstaged,all ages,12 mo,5456,60.2,58.8,61.6
colon and rectum,2000-2017,all sexes,all races,unstaged,all ages,24 mo,5456,50.4,48.9,51.9
colon and rectum,2000-2017,all sexes,all races,unstaged,all ages,36 mo,5456,44.3,42.8,45.9
colon and rectum,2000-2017,all sexes,all races,unstaged,all ages,48 mo,5456,40.1,38.5,41.7
colon and rectum,2000-2017,all sexes,all races,unstaged,all ages,60 mo,5456,37.8,36.1,39.4
colon and rectum,2000-2017,all sexes,all races,unstaged,all ages,72 mo,5456,35.8,34.1,37.5
colon and rectum,2000-2017,all sexes,all races,unstaged,all ages,84 mo,5456,35.1,33.3,36.8
colon and rectum,2000-2017,all sexes,all races,unstaged,all ages,96 mo,5456,33.7,31.9,35.5
colon and rectum,2000-2017,all sexes,all races,unstaged,all ages,108 mo,5456,32.7,30.8,34.7
colon and rectum,2000-2017,all sexes,all races,unstaged,all ages,120 mo,5456,31.9,29.9,33.9
colon and rectum,2000-2017,all sexes,all races,unstaged,<65,0 mo,1316,100,NA,NA
colon and rectum,2000-2017,all sexes,all races,unstaged,<65,12 mo,1316,87.9,85.9,89.6
colon and rectum,2000-2017,all sexes,all races,unstaged,<65,24 mo,1316,82.8,80.5,84.8
colon and rectum,2000-2017,all sexes,all races,unstaged,<65,36 mo,1316,78.9,76.4,81.1
colon and rectum,2000-2017,all sexes,all races,unstaged,<65,48 mo,1316,75.2,72.6,77.7
colon and rectum,2000-2017,all sexes,all races,unstaged,<65,60 mo,1316,73.5,70.7,76
colon and rectum,2000-2017,all sexes,all races,unstaged,<65,72 mo,1316,72.1,69.2,74.7
colon and rectum,2000-2017,all sexes,all races,unstaged,<65,84 mo,1316,70.7,67.8,73.5
colon and rectum,2000-2017,all sexes,all races,unstaged,<65,96 mo,1316,68.9,65.8,71.8
colon and rectum,2000-2017,all sexes,all races,unstaged,<65,108 mo,1316,68.3,65.2,71.3
colon and rectum,2000-2017,all sexes,all races,unstaged,<65,120 mo,1316,67.9,64.7,70.9
colon and rectum,2000-2017,all sexes,all races,unstaged,>65,0 mo,4140,100,NA,NA
colon and rectum,2000-2017,all sexes,all races,unstaged,>65,12 mo,4140,51.4,49.8,53.1
colon and rectum,2000-2017,all sexes,all races,unstaged,>65,24 mo,4140,40.2,38.5,41.8
colon and rectum,2000-2017,all sexes,all races,unstaged,>65,36 mo,4140,33.4,31.7,35.2
colon and rectum,2000-2017,all sexes,all races,unstaged,>65,48 mo,4140,29.1,27.3,30.8
colon and rectum,2000-2017,all sexes,all races,unstaged,>65,60 mo,4140,26.6,24.8,28.4
colon and rectum,2000-2017,all sexes,all races,unstaged,>65,72 mo,4140,24.5,22.7,26.3
colon and rectum,2000-2017,all sexes,all races,unstaged,>65,84 mo,4140,24,22.1,25.9
colon and rectum,2000-2017,all sexes,all races,unstaged,>65,96 mo,4140,22.8,20.8,24.8
colon and rectum,2000-2017,all sexes,all races,unstaged,>65,108 mo,4140,21.7,19.6,23.8
colon and rectum,2000-2017,all sexes,all races,unstaged,>65,120 mo,4140,20.8,18.7,23
colon and rectum,2000-2017,male,white,invasive,all ages,0 mo,48307,100,NA,NA
colon and rectum,2000-2017,male,white,invasive,all ages,12 mo,48307,83.5,83.1,83.8
colon and rectum,2000-2017,male,white,invasive,all ages,24 mo,48307,76.3,75.9,76.7
colon and rectum,2000-2017,male,white,invasive,all ages,36 mo,48307,71,70.5,71.5
colon and rectum,2000-2017,male,white,invasive,all ages,48 mo,48307,66.8,66.3,67.4
colon and rectum,2000-2017,male,white,invasive,all ages,60 mo,48307,63.5,63,64.1
colon and rectum,2000-2017,male,white,invasive,all ages,72 mo,48307,61,60.4,61.6
colon and rectum,2000-2017,male,white,invasive,all ages,84 mo,48307,58.7,58,59.4
colon and rectum,2000-2017,male,white,invasive,all ages,96 mo,48307,56.4,55.7,57.1
colon and rectum,2000-2017,male,white,invasive,all ages,108 mo,48307,54.7,53.9,55.5
colon and rectum,2000-2017,male,white,invasive,all ages,120 mo,48307,53.3,52.4,54.1
colon and rectum,2000-2017,male,white,invasive,<65,0 mo,19724,100,NA,NA
colon and rectum,2000-2017,male,white,invasive,<65,12 mo,19724,89.9,89.4,90.3
colon and rectum,2000-2017,male,white,invasive,<65,24 mo,19724,82.4,81.9,83
colon and rectum,2000-2017,male,white,invasive,<65,36 mo,19724,76.3,75.7,77
colon and rectum,2000-2017,male,white,invasive,<65,48 mo,19724,72.3,71.6,72.9
colon and rectum,2000-2017,male,white,invasive,<65,60 mo,19724,68.9,68.2,69.6
colon and rectum,2000-2017,male,white,invasive,<65,72 mo,19724,66.5,65.7,67.2
colon and rectum,2000-2017,male,white,invasive,<65,84 mo,19724,64.6,63.8,65.4
colon and rectum,2000-2017,male,white,invasive,<65,96 mo,19724,62.9,62,63.7
colon and rectum,2000-2017,male,white,invasive,<65,108 mo,19724,61.8,61,62.7
colon and rectum,2000-2017,male,white,invasive,<65,120 mo,19724,61,60.1,61.9
colon and rectum,2000-2017,male,white,invasive,>65,0 mo,28583,100,NA,NA
colon and rectum,2000-2017,male,white,invasive,>65,12 mo,28583,79,78.5,79.6
colon and rectum,2000-2017,male,white,invasive,>65,24 mo,28583,72.1,71.4,72.7
colon and rectum,2000-2017,male,white,invasive,>65,36 mo,28583,67.3,66.6,68
colon and rectum,2000-2017,male,white,invasive,>65,48 mo,28583,63.1,62.4,63.9
colon and rectum,2000-2017,male,white,invasive,>65,60 mo,28583,59.8,59,60.7
colon and rectum,2000-2017,male,white,invasive,>65,72 mo,28583,57.3,56.4,58.1
colon and rectum,2000-2017,male,white,invasive,>65,84 mo,28583,54.7,53.8,55.7
colon and rectum,2000-2017,male,white,invasive,>65,96 mo,28583,52.1,51.1,53.2
colon and rectum,2000-2017,male,white,invasive,>65,108 mo,28583,50,48.9,51.1
colon and rectum,2000-2017,male,white,invasive,>65,120 mo,28583,48.2,47,49.5
colon and rectum,2000-2017,male,white,early,all ages,0 mo,22703,100,NA,NA
colon and rectum,2000-2017,male,white,early,all ages,12 mo,22703,95.7,95.3,96
colon and rectum,2000-2017,male,white,early,all ages,24 mo,22703,94.2,93.7,94.7
colon and rectum,2000-2017,male,white,early,all ages,36 mo,22703,93,92.4,93.5
colon and rectum,2000-2017,male,white,early,all ages,48 mo,22703,91.3,90.7,92
colon and rectum,2000-2017,male,white,early,all ages,60 mo,22703,89.2,88.5,90
colon and rectum,2000-2017,male,white,early,all ages,72 mo,22703,87.5,86.6,88.4
colon and rectum,2000-2017,male,white,early,all ages,84 mo,22703,85.8,84.8,86.7
colon and rectum,2000-2017,male,white,early,all ages,96 mo,22703,83.6,82.4,84.6
colon and rectum,2000-2017,male,white,early,all ages,108 mo,22703,81.4,80.2,82.6
colon and rectum,2000-2017,male,white,early,all ages,120 mo,22703,79.8,78.4,81.1
colon and rectum,2000-2017,male,white,early,<65,0 mo,9088,100,NA,NA
colon and rectum,2000-2017,male,white,early,<65,12 mo,9088,98.8,98.4,99
colon and rectum,2000-2017,male,white,early,<65,24 mo,9088,97.9,97.5,98.3
colon and rectum,2000-2017,male,white,early,<65,36 mo,9088,97.1,96.6,97.5
colon and rectum,2000-2017,male,white,early,<65,48 mo,9088,96.1,95.5,96.7
colon and rectum,2000-2017,male,white,early,<65,60 mo,9088,94.9,94.2,95.5
colon and rectum,2000-2017,male,white,early,<65,72 mo,9088,93.9,93.1,94.6
colon and rectum,2000-2017,male,white,early,<65,84 mo,9088,93.1,92.2,93.9
colon and rectum,2000-2017,male,white,early,<65,96 mo,9088,92,91,92.8
colon and rectum,2000-2017,male,white,early,<65,108 mo,9088,91.2,90.1,92.1
colon and rectum,2000-2017,male,white,early,<65,120 mo,9088,90.4,89.3,91.4
colon and rectum,2000-2017,male,white,early,>65,0 mo,13615,100,NA,NA
colon and rectum,2000-2017,male,white,early,>65,12 mo,13615,93.6,93.1,94.2
colon and rectum,2000-2017,male,white,early,>65,24 mo,13615,91.8,91,92.4
colon and rectum,2000-2017,male,white,early,>65,36 mo,13615,90.2,89.3,91.1
colon and rectum,2000-2017,male,white,early,>65,48 mo,13615,88.2,87.1,89.1
colon and rectum,2000-2017,male,white,early,>65,60 mo,13615,85.5,84.3,86.7
colon and rectum,2000-2017,male,white,early,>65,72 mo,13615,83.3,82,84.6
colon and rectum,2000-2017,male,white,early,>65,84 mo,13615,81.1,79.6,82.5
colon and rectum,2000-2017,male,white,early,>65,96 mo,13615,78.2,76.5,79.7
colon and rectum,2000-2017,male,white,early,>65,108 mo,13615,75.3,73.4,77
colon and rectum,2000-2017,male,white,early,>65,120 mo,13615,73.2,71.1,75.1
colon and rectum,2000-2017,male,white,late,all ages,0 mo,28220,100,NA,NA
colon and rectum,2000-2017,male,white,late,all ages,12 mo,28220,77.6,77,78.1
colon and rectum,2000-2017,male,white,late,all ages,24 mo,28220,67.1,66.4,67.7
colon and rectum,2000-2017,male,white,late,all ages,36 mo,28220,59.2,58.5,59.9
colon and rectum,2000-2017,male,white,late,all ages,48 mo,28220,53.5,52.8,54.2
colon and rectum,2000-2017,male,white,late,all ages,60 mo,28220,49.4,48.7,50.1
colon and rectum,2000-2017,male,white,late,all ages,72 mo,28220,46.5,45.7,47.3
colon and rectum,2000-2017,male,white,late,all ages,84 mo,28220,44,43.1,44.8
colon and rectum,2000-2017,male,white,late,all ages,96 mo,28220,41.7,40.9,42.6
colon and rectum,2000-2017,male,white,late,all ages,108 mo,28220,40.2,39.3,41.2
colon and rectum,2000-2017,male,white,late,all ages,120 mo,28220,38.9,37.9,39.9
colon and rectum,2000-2017,male,white,late,<65,0 mo,12215,100,NA,NA
colon and rectum,2000-2017,male,white,late,<65,12 mo,12215,85.1,84.4,85.7
colon and rectum,2000-2017,male,white,late,<65,24 mo,12215,73.8,73,74.6
colon and rectum,2000-2017,male,white,late,<65,36 mo,12215,64.7,63.8,65.6
colon and rectum,2000-2017,male,white,late,<65,48 mo,12215,58.9,58,59.9
colon and rectum,2000-2017,male,white,late,<65,60 mo,12215,54.3,53.4,55.3
colon and rectum,2000-2017,male,white,late,<65,72 mo,12215,51.2,50.2,52.2
colon and rectum,2000-2017,male,white,late,<65,84 mo,12215,48.7,47.6,49.7
colon and rectum,2000-2017,male,white,late,<65,96 mo,12215,46.7,45.7,47.8
colon and rectum,2000-2017,male,white,late,<65,108 mo,12215,45.6,44.5,46.7
colon and rectum,2000-2017,male,white,late,<65,120 mo,12215,44.7,43.6,45.8
colon and rectum,2000-2017,male,white,late,>65,0 mo,16005,100,NA,NA
colon and rectum,2000-2017,male,white,late,>65,12 mo,16005,71.8,71.1,72.6
colon and rectum,2000-2017,male,white,late,>65,24 mo,16005,61.9,61,62.7
colon and rectum,2000-2017,male,white,late,>65,36 mo,16005,55,54.1,55.9
colon and rectum,2000-2017,male,white,late,>65,48 mo,16005,49.4,48.4,50.4
colon and rectum,2000-2017,male,white,late,>65,60 mo,16005,45.6,44.6,46.7
colon and rectum,2000-2017,male,white,late,>65,72 mo,16005,42.9,41.8,44
colon and rectum,2000-2017,male,white,late,>65,84 mo,16005,40.4,39.2,41.6
colon and rectum,2000-2017,male,white,late,>65,96 mo,16005,38,36.7,39.3
colon and rectum,2000-2017,male,white,late,>65,108 mo,16005,36.3,34.9,37.6
colon and rectum,2000-2017,male,white,late,>65,120 mo,16005,34.7,33.3,36.2
colon and rectum,2000-2017,male,white,unstaged,all ages,0 mo,2216,100,NA,NA
colon and rectum,2000-2017,male,white,unstaged,all ages,12 mo,2216,64.1,61.9,66.2
colon and rectum,2000-2017,male,white,unstaged,all ages,24 mo,2216,54.2,51.8,56.5
colon and rectum,2000-2017,male,white,unstaged,all ages,36 mo,2216,48.5,46.1,51
colon and rectum,2000-2017,male,white,unstaged,all ages,48 mo,2216,44.1,41.5,46.5
colon and rectum,2000-2017,male,white,unstaged,all ages,60 mo,2216,41.6,39,44.2
colon and rectum,2000-2017,male,white,unstaged,all ages,72 mo,2216,39.5,36.8,42.2
colon and rectum,2000-2017,male,white,unstaged,all ages,84 mo,2216,38.7,35.9,41.5
colon and rectum,2000-2017,male,white,unstaged,all ages,96 mo,2216,36.7,33.7,39.6
colon and rectum,2000-2017,male,white,unstaged,all ages,108 mo,2216,35.9,32.8,39
colon and rectum,2000-2017,male,white,unstaged,all ages,120 mo,2216,35.3,32,38.5
colon and rectum,2000-2017,male,white,unstaged,<65,0 mo,636,100,NA,NA
